age,experience_years,education_level,technical_skill_score,communication_score,certifications_count,avg_daily_focus_hours,remote_work_ratio,sleep_hours,stress_level,project_complexity,team_size,manager_rating,productivity_score
44,10,1,74,51,9,5.12,0.51,5.95,8,5,12,4,76.03757502494929
42,4,3,96,55,5,9.77,0.75,7.33,3,5,7,3,86.17772956575283
44,19,5,92,55,7,7.4,0.31,5.08,9,1,12,2,100.0
21,10,3,92,82,7,9.51,0.51,5.11,2,5,9,3,95.77708851899747
44,9,1,85,92,8,7.73,0.86,7.65,6,4,6,3,85.74585884685177
40,7,1,91,75,7,5.15,0.47,6.5,1,3,3,3,77.70122319381673
31,5,5,53,52,1,5.59,0.36,6.08,7,2,13,4,50.177954008275634
37,5,1,75,46,9,6.85,0.54,4.85,3,2,13,1,76.08152783734417
28,7,4,51,75,0,8.53,0.72,4.94,7,1,3,2,59.59140420022158
24,22,2,56,86,9,5.23,0.44,4.05,4,2,11,1,93.64905535089846
26,14,5,78,90,1,7.06,0.94,4.46,9,2,6,1,76.2131820874105
28,13,3,48,48,1,5.42,0.29,6.78,5,3,4,5,74.52184418393676
40,10,4,74,71,2,8.71,0.48,8.46,3,3,11,4,85.94475273524333
23,11,5,99,50,9,6.27,0.76,5.44,8,4,4,5,89.47977046407601
36,12,1,52,47,6,3.54,0.69,5.64,6,1,9,4,71.87288260322813
45,7,1,54,72,1,4.16,0.86,4.58,2,2,8,1,59.309932483458944
23,17,1,57,62,0,3.43,1.0,5.94,3,4,2,1,62.545637732554745
45,24,1,90,64,5,6.5,0.43,4.19,8,1,13,4,100.0
49,0,3,72,95,8,3.74,0.11,8.59,10,2,14,1,54.3827734471597
38,14,4,45,47,2,3.8,0.03,7.37,7,2,13,1,50.92986884627611
34,7,2,98,84,5,9.59,0.73,8.95,10,3,6,2,81.21717152107027
38,10,3,66,61,2,9.11,0.87,8.41,6,5,10,5,86.07182478197815
22,11,3,62,98,0,6.16,0.22,6.36,1,1,5,5,86.2455698242604
42,11,2,98,43,4,9.9,0.16,6.6,9,2,2,5,94.60736519150747
23,3,2,66,79,9,3.0,0.06,4.95,3,1,9,3,60.371418576631676
36,15,1,73,42,3,7.3,0.82,6.31,5,4,6,2,78.04611275616298
49,3,3,95,68,6,7.31,0.31,8.52,7,4,3,5,85.89561950918244
29,4,5,85,80,5,6.2,0.4,4.25,7,5,13,5,69.10765836639027
24,23,2,77,68,9,5.78,0.5,8.32,3,2,2,2,100.0
21,4,2,53,73,6,6.19,0.84,5.7,4,3,13,1,67.00842888433296
24,7,4,75,73,4,5.9,0.65,8.5,10,2,13,5,66.06471412298916
21,9,5,92,67,3,8.11,0.62,8.7,7,1,13,1,68.83710501386504
34,16,5,47,52,6,3.95,0.18,7.35,8,4,4,5,83.44515784695089
41,8,2,74,54,6,4.38,0.51,7.32,2,1,10,4,75.70765039101423
36,21,1,58,99,5,4.26,0.72,6.26,9,5,2,3,94.20457104864313
40,18,4,69,62,7,4.84,0.97,8.18,7,4,5,5,95.49045414085326
44,13,5,53,83,3,6.68,0.2,8.81,8,3,9,4,84.95978538336718
28,7,2,98,65,9,3.78,0.01,7.88,6,4,9,2,72.17033168047627
27,8,5,59,43,4,9.08,0.08,7.11,6,2,11,4,81.93851182364378
23,21,4,88,65,3,5.08,0.38,7.03,9,2,13,2,83.54775588709616
37,10,4,64,79,0,4.14,0.82,8.25,4,4,12,5,70.35198617988333
21,22,3,79,48,7,7.73,0.01,6.71,5,5,14,2,90.91244264452672
36,0,2,63,94,0,3.27,0.46,8.02,9,2,12,4,47.36890738878926
32,13,4,53,44,4,7.34,0.33,6.54,1,2,9,3,87.81784671657675
47,4,3,65,95,5,7.89,0.05,4.31,4,3,11,1,64.13337687335289
39,20,3,77,71,5,4.5,0.45,5.92,7,4,9,1,73.5554897584104
42,13,5,62,59,4,3.29,0.25,6.22,9,2,5,3,64.67906574312572
43,3,5,61,89,2,5.55,0.35,4.71,10,5,9,1,46.629772673860955
42,21,3,87,50,4,3.69,0.71,4.51,6,1,10,5,100.0
34,22,5,96,54,7,3.82,0.52,6.68,8,4,8,5,100.0
26,24,4,58,71,1,4.78,0.12,4.43,9,3,13,4,84.25462859926016
26,0,1,85,67,5,5.07,0.96,5.51,10,2,3,4,60.85674353883161
33,21,4,90,61,8,6.71,0.64,7.72,4,5,10,2,100.0
39,22,3,42,80,7,7.75,0.77,8.82,1,4,12,4,100.0
42,18,3,81,56,7,7.15,0.08,7.59,8,5,9,5,100.0
28,7,4,58,98,7,4.04,0.05,8.96,2,5,14,4,81.30740802418158
47,14,5,48,65,6,4.2,0.02,7.49,1,3,6,1,72.8354533500666
47,20,5,67,83,7,9.15,0.19,5.47,7,4,13,2,99.15511529375328
22,14,3,59,46,5,6.91,0.41,7.36,10,2,4,2,75.4578914487269
41,8,2,84,81,1,9.09,0.94,7.51,9,3,8,5,78.0881516244701
21,20,5,46,96,1,5.6,0.46,5.86,9,2,3,4,85.24857407436308
48,8,4,53,65,7,7.3,0.29,4.09,3,1,14,1,66.2706175632885
35,9,5,48,64,0,6.67,0.56,7.52,6,5,4,4,67.65433588968519
21,19,4,98,49,5,5.23,0.11,4.11,7,1,13,3,94.51557062058497
25,24,3,99,98,5,6.29,0.61,7.16,10,5,10,4,100.0
48,20,5,94,84,3,6.52,0.57,4.82,9,3,5,5,100.0
49,8,4,96,58,9,4.41,0.79,6.83,2,2,5,4,85.00242314348931
36,2,3,99,50,2,5.21,0.99,6.52,8,2,4,2,54.5069069060942
39,19,2,58,52,2,8.54,0.25,4.07,7,3,6,1,78.11728603966246
24,24,4,86,92,0,9.41,0.51,5.81,4,4,4,5,100.0
23,10,2,91,47,2,5.52,0.91,7.01,2,1,10,3,77.80868514869091
37,5,2,53,79,3,5.15,0.79,8.24,8,1,4,1,44.728999502191314
37,1,1,95,43,4,4.37,0.49,8.44,5,2,3,1,46.989781622681306
32,6,5,77,86,2,7.75,0.95,6.42,6,2,13,2,65.55736963079393
48,17,4,92,70,5,5.26,0.06,7.64,7,2,6,2,91.35257994784023
49,1,2,75,67,4,9.91,0.93,5.58,10,3,7,2,51.00639008022165
34,16,1,79,50,2,5.28,0.05,5.71,1,4,2,5,84.71438773430856
41,10,3,56,82,5,5.76,0.55,4.97,8,1,13,4,86.07809814398762
26,11,4,69,40,5,7.22,0.89,6.81,4,5,12,1,69.34963774549483
23,18,2,48,88,7,8.61,0.26,5.57,9,3,7,4,100.0
48,21,5,72,86,1,6.29,0.47,4.42,1,1,11,4,100.0
29,23,1,95,91,0,5.96,0.32,7.43,2,4,4,2,100.0
25,24,2,91,77,3,9.97,0.95,7.54,6,3,5,4,100.0
44,6,5,64,63,6,3.07,0.82,5.8,10,1,7,1,43.563268709133716
49,19,2,53,93,9,9.27,0.71,4.38,1,3,9,1,100.0
37,5,4,50,99,2,4.04,0.59,6.13,4,1,10,3,61.097594328888526
34,20,4,92,96,2,8.5,0.82,6.21,8,1,7,5,100.0
41,23,4,74,86,4,7.33,0.39,7.34,10,4,8,4,100.0
23,0,1,80,70,4,5.39,0.45,5.58,5,5,6,5,62.661856937709715
48,16,4,98,80,9,9.12,0.73,7.41,9,4,13,5,100.0
21,10,5,53,85,2,3.09,0.36,8.36,6,1,10,5,75.92043060746177
40,21,2,69,89,8,4.59,0.06,5.19,1,3,5,5,100.0
49,17,3,80,65,3,6.97,0.07,8.89,6,4,11,1,74.80790172570896
41,20,5,43,88,2,5.46,0.12,5.93,6,5,12,4,87.33216954005394
43,16,5,98,89,1,7.27,0.87,5.34,6,1,7,3,97.27681216989797
21,6,4,43,44,9,3.17,0.47,6.11,8,4,6,5,55.428743004496454
23,16,1,67,59,8,3.82,0.71,4.47,6,4,2,3,88.08764926775949
38,19,2,47,91,3,3.89,0.39,4.63,5,4,6,1,76.65746007935549
45,8,1,41,80,2,4.32,0.26,6.07,2,4,14,1,60.741278546108646
30,16,2,80,50,6,6.22,0.35,7.81,4,3,6,2,84.10260099491714
42,19,2,85,95,7,8.26,0.79,8.5,10,5,10,5,100.0
46,21,1,61,93,1,9.34,0.63,7.32,5,5,2,2,100.0
23,21,5,80,72,6,8.85,0.94,4.53,10,1,6,3,100.0
28,7,2,95,89,4,4.38,0.68,7.36,4,2,8,4,96.05026696848844
34,16,1,94,77,4,6.09,0.57,7.18,2,3,12,2,95.08284394135697
44,6,2,55,66,2,4.4,0.61,8.03,7,1,7,1,43.205830651202746
38,0,3,68,73,4,4.85,0.94,8.13,10,1,7,5,57.29967775214234
35,12,5,88,54,1,6.52,0.79,8.34,10,4,13,3,68.53232772415095
42,22,4,87,71,3,3.48,0.02,6.07,2,2,8,1,92.52546333609385
43,18,2,69,97,5,4.53,0.53,7.49,1,2,7,4,100.0
22,23,3,51,60,0,9.55,0.69,5.34,5,3,6,5,100.0
47,18,4,74,85,9,6.26,0.75,9.0,1,2,11,4,100.0
30,16,4,50,44,3,6.12,0.21,4.88,1,1,6,4,92.10525813022186
22,12,2,85,45,5,3.1,0.87,4.05,1,2,10,5,94.09512760315462
46,15,1,89,77,8,4.73,0.96,4.74,6,2,9,5,100.0
37,7,2,60,61,1,9.06,0.24,7.88,9,5,13,4,65.96497904820444
28,18,3,60,57,6,4.15,0.88,6.23,10,1,11,3,73.01478386239327
21,17,4,44,53,5,5.91,0.1,6.24,1,2,5,5,94.66087809512577
29,0,2,87,49,1,3.1,0.06,8.78,5,2,5,1,43.25793656610139
31,13,1,59,85,7,6.35,0.13,8.6,9,4,11,2,77.31873146553215
42,18,2,76,52,6,3.15,0.06,5.56,9,2,6,3,69.21581245946139
36,14,5,42,70,4,8.74,0.85,5.05,1,2,14,5,99.94887687478732
27,17,1,83,69,4,8.77,0.06,8.24,8,5,14,5,100.0
49,1,3,72,42,6,8.51,0.27,8.53,1,1,4,3,75.72432808594169
30,21,4,92,69,8,4.98,0.1,6.71,8,3,9,2,100.0
43,16,2,48,45,8,8.86,0.3,7.15,1,1,8,4,100.0
46,17,1,48,68,8,6.8,0.09,5.28,5,4,6,1,81.73701163260334
23,5,5,43,47,5,5.62,0.67,8.0,8,1,11,5,58.34418932081379
38,18,1,74,83,9,7.38,0.13,7.16,6,2,4,2,100.0
45,3,5,56,84,5,3.09,0.85,6.52,9,4,6,1,39.844697932153124
44,0,3,73,82,2,4.0,0.82,4.3,1,1,4,3,63.82371901872731
33,7,4,63,83,0,8.2,0.01,8.58,9,4,11,5,70.54416549450389
48,22,3,71,72,6,4.71,0.9,7.08,1,3,6,4,100.0
46,6,2,40,56,3,7.19,0.03,4.96,10,1,2,3,50.23623167919231
27,2,1,47,87,0,5.7,0.24,7.03,10,2,7,5,54.92335562218439
45,9,5,84,50,7,8.98,0.03,7.39,3,4,11,2,91.49251247268109
24,9,5,62,52,5,9.67,0.34,6.63,1,5,5,1,74.76713785152282
33,18,1,86,89,5,9.18,0.51,7.59,3,4,5,1,100.0
40,13,1,79,50,1,4.89,0.8,6.91,2,5,9,5,86.86233661307033
21,1,2,51,70,0,4.36,0.34,8.74,2,2,3,3,51.545922057033316
28,0,3,93,67,1,6.32,0.71,4.27,9,3,5,4,57.387413415317155
34,22,5,51,83,3,3.05,0.19,4.53,8,5,3,2,68.48962590811634
36,22,2,85,45,1,3.18,0.75,4.87,1,3,2,5,97.18257955726095
34,17,3,86,80,0,6.87,0.24,7.45,4,4,11,2,96.26097371680656
32,6,2,54,55,6,6.64,0.14,7.23,1,2,14,1,74.66512599445927
39,7,5,80,43,7,9.96,0.19,8.46,1,5,14,4,86.07239430478272
43,0,1,58,74,5,4.41,0.18,7.66,4,4,4,2,46.79119931677669
35,24,1,65,99,3,4.81,0.51,6.54,2,1,13,5,100.0
48,22,3,91,87,5,3.79,0.84,8.96,3,4,9,4,100.0
22,2,4,68,95,2,9.42,0.08,5.33,9,3,7,3,58.793310709604775
22,23,3,61,98,7,8.44,0.71,8.17,2,2,13,5,100.0
43,22,4,79,65,9,8.76,0.65,6.13,4,2,8,2,100.0
42,7,2,60,96,1,9.32,0.87,7.24,1,4,3,4,89.70571750572773
39,21,2,90,51,4,6.67,0.24,7.64,2,1,7,5,100.0
45,24,5,77,50,0,6.16,0.45,7.17,5,3,9,4,96.81601186243384
46,14,4,59,76,5,5.31,0.93,4.7,10,4,9,4,74.58136445657689
49,4,5,96,64,1,7.12,0.66,6.21,1,4,5,4,78.73601938502908
42,2,1,68,57,3,6.18,0.39,6.81,7,2,7,2,50.521826540365694
46,18,4,90,58,5,6.16,0.13,8.25,4,3,6,5,100.0
46,0,3,43,62,9,9.56,0.26,6.22,6,1,10,1,71.1659909956627
42,14,1,94,94,7,9.89,0.58,8.59,8,2,9,1,100.0
37,7,1,46,77,7,8.58,0.72,6.2,6,4,3,2,61.53532239681384
40,1,3,67,93,5,8.3,0.12,6.74,2,2,13,2,69.59932618513747
30,2,1,67,57,3,7.76,0.6,7.98,1,2,14,4,70.39071370895694
26,23,4,43,65,7,4.16,0.55,6.92,8,5,8,5,85.208622579361
35,13,5,61,45,7,3.41,0.51,8.8,8,2,8,5,68.18818509605433
42,23,1,51,43,9,7.84,0.69,7.3,9,2,12,3,97.0281678765261
31,13,4,84,83,0,8.1,0.84,6.61,6,3,13,3,83.90156217994179
48,10,2,42,90,3,3.33,0.32,4.12,1,2,2,1,59.63603166767018
25,15,4,61,68,3,9.5,0.89,6.07,9,1,2,3,97.50236988546399
21,3,5,83,98,6,3.64,0.16,5.5,3,4,13,3,67.0656118962016
28,19,4,41,73,6,5.0,0.17,7.74,6,3,5,1,74.184161360934
41,4,3,63,56,7,7.71,0.27,5.04,10,2,6,1,56.43728243496308
48,21,5,73,82,4,4.19,0.12,5.03,10,1,5,3,87.13735763962794
32,20,2,66,82,6,3.39,0.23,4.95,9,4,8,5,85.54163244774149
32,13,3,94,92,7,5.32,0.11,4.63,3,3,4,3,99.27030148074135
25,22,4,80,55,8,8.36,0.82,5.56,5,1,8,4,100.0
27,15,5,40,41,2,5.9,0.14,8.43,5,2,14,4,71.49278954867539
24,17,2,47,73,2,7.57,0.75,7.87,10,5,9,4,72.35116632085075
26,6,3,62,94,3,7.06,0.05,7.68,7,5,7,2,63.681151654245106
33,9,2,77,47,4,3.16,0.95,7.99,4,3,7,4,67.95042756170015
40,6,4,45,52,9,9.92,0.71,5.35,4,1,9,5,100.0
35,0,2,61,81,0,3.29,0.01,8.44,7,4,9,2,28.435515241367003
23,22,1,64,47,6,9.77,0.76,4.69,9,1,8,2,100.0
43,20,3,57,69,8,6.85,0.51,5.68,4,5,7,4,100.0
28,18,2,56,71,7,9.74,0.78,6.93,4,3,7,3,100.0
40,15,4,51,75,4,3.8,0.52,4.51,6,2,11,1,66.68242352671801
36,18,4,45,86,3,6.43,0.64,7.65,6,1,12,3,83.84060070727745
33,3,2,65,69,6,4.19,0.79,5.94,7,5,14,3,48.67779235188493
38,17,4,66,40,4,3.36,0.41,7.92,1,4,14,2,75.93777085198832
48,1,5,47,82,6,7.32,0.0,6.46,3,3,7,2,61.74926765505229
30,0,5,58,78,0,4.45,0.85,4.9,9,2,9,2,26.286599370129686
39,14,5,99,56,0,7.11,0.38,7.67,6,1,2,5,98.28742335168147
37,4,1,81,98,9,3.79,0.5,5.26,6,4,6,5,78.04065789351677
44,19,2,40,59,2,5.32,0.01,6.45,5,2,4,1,73.75053900506416
39,10,1,96,63,1,8.47,0.49,4.38,3,5,13,2,85.5465332112218
48,9,4,68,89,1,6.06,0.99,7.09,5,5,9,4,73.25032278072108
46,1,1,84,61,6,7.39,0.28,7.33,1,4,12,2,73.01098888445642
43,2,4,88,68,9,7.53,0.4,5.89,3,5,7,5,86.15411919287034
46,22,4,74,61,1,8.91,0.69,8.77,4,3,3,2,100.0
25,22,3,79,83,3,5.27,0.81,8.37,5,4,14,5,100.0
46,11,5,53,48,1,7.81,0.42,7.54,10,5,8,2,53.83520750573022
41,19,4,74,76,5,9.73,0.31,7.57,9,1,8,4,100.0
43,4,3,87,49,7,8.11,0.94,5.26,4,5,14,1,73.70907956475006
29,4,5,84,75,9,6.43,0.68,7.28,3,3,6,4,88.51592614647512
32,5,4,59,76,3,7.42,0.12,4.99,10,2,9,5,60.052687635007004
41,8,4,95,67,4,8.18,0.07,4.72,1,2,6,3,93.08024615368059
21,1,1,88,67,3,7.29,0.48,9.0,10,5,2,4,55.52707595836582
46,20,1,52,81,2,3.12,0.22,7.11,6,2,10,2,77.15438419847096
46,11,5,77,82,4,4.36,0.25,6.15,7,5,5,1,63.963536756132534
21,2,4,88,60,8,8.67,0.88,5.44,10,3,14,2,59.18891642861594
35,19,2,85,63,7,4.91,0.09,7.02,8,2,3,2,89.99001069792537
22,21,1,88,81,7,8.12,0.72,4.25,1,1,5,4,100.0
42,11,5,47,99,7,5.6,0.27,4.47,4,5,14,1,77.1237212137698
36,23,4,82,79,7,6.65,0.76,4.16,5,2,10,3,100.0
45,16,4,59,41,6,3.48,0.72,6.5,2,3,3,2,76.75310699995917
28,9,2,99,94,7,4.27,0.01,7.0,1,3,5,1,83.8830744382977
33,23,5,72,47,7,9.7,0.51,4.31,8,1,3,3,100.0
41,13,4,65,87,7,9.23,0.14,7.61,6,3,6,2,98.87306801326741
21,22,1,78,66,9,7.57,0.87,5.15,5,3,4,1,98.09821042304701
36,16,2,60,61,6,6.22,0.87,7.43,9,2,11,4,80.87893157457131
49,17,5,92,76,0,7.73,0.42,8.91,2,5,3,2,100.0
27,18,2,88,66,3,7.33,0.44,7.46,10,4,10,2,86.376415240216
25,16,1,81,96,3,6.98,0.3,8.42,8,3,6,1,86.56965891323156
42,13,5,82,68,4,3.41,0.72,8.74,10,3,11,2,64.88426352879796
49,8,2,93,42,9,7.43,0.36,6.43,9,4,6,3,80.84599942533957
43,7,3,80,83,5,8.38,0.27,7.51,1,3,2,2,92.64488302198731
23,1,1,48,52,3,9.96,0.43,8.26,7,2,7,5,62.727219301402506
32,12,1,63,84,1,3.08,0.09,5.78,8,2,14,3,57.44370750036536
46,24,1,76,49,5,8.11,0.75,5.31,3,4,8,1,95.97967369403426
36,6,3,88,75,7,7.0,0.01,8.73,4,3,2,3,83.8818063738145
39,8,3,80,48,7,6.04,0.64,7.63,3,3,10,5,78.5204916787812
25,21,4,56,93,6,3.89,0.18,5.1,7,5,9,5,97.82498361837705
42,21,2,63,95,5,5.86,0.23,6.25,9,3,13,2,88.93984230941295
45,10,4,60,94,1,5.48,0.64,7.98,3,2,9,2,83.45955518230718
49,13,2,90,66,6,5.12,0.99,6.74,6,1,8,4,94.77564636246153
34,3,3,98,73,4,8.12,0.78,7.25,8,1,6,3,74.71387410218841
48,12,3,78,90,5,7.91,0.23,7.77,6,1,4,4,91.04915140134837
25,1,4,94,40,9,7.12,0.18,7.11,2,1,13,5,81.24839457341999
35,22,5,80,71,7,9.57,0.87,6.7,7,3,10,2,100.0
37,4,4,78,64,7,5.45,0.44,7.75,2,3,8,2,68.98451669505468
34,10,2,52,68,2,4.71,0.14,7.64,2,5,12,2,75.5068787401975
40,5,4,50,46,6,7.59,0.86,7.15,2,3,11,1,61.05474352582369
25,17,1,85,88,0,4.39,0.82,5.8,1,1,11,5,100.0
32,20,2,58,42,0,5.21,0.98,6.03,1,4,9,2,74.84551509261036
36,9,2,50,59,6,4.57,0.91,8.85,7,4,7,5,72.24715782757657
46,3,5,52,59,9,3.48,0.85,4.56,5,2,13,2,47.71139556292111
46,8,3,85,92,8,8.79,0.05,5.34,3,2,12,3,100.0
36,5,2,84,69,6,4.78,0.1,6.46,1,3,6,5,89.89896657085315
41,1,3,40,74,9,6.31,0.57,8.18,10,4,9,4,51.705966295340126
27,16,4,79,74,4,3.3,0.53,4.82,6,1,4,1,85.68485467818653
24,4,1,83,88,7,7.9,0.46,5.38,1,1,13,4,94.14648464174876
21,24,5,58,78,1,5.31,0.4,4.33,9,1,14,5,100.0
25,5,3,51,66,8,8.21,0.43,7.53,2,3,14,2,68.27526990700048
43,11,2,47,65,5,5.89,0.57,5.19,1,3,8,5,91.76514245939818
46,22,3,47,53,8,4.37,0.0,5.94,7,5,3,1,75.59793259354272
30,20,2,92,56,1,6.59,0.26,6.22,6,1,4,5,100.0
42,9,3,84,57,2,3.91,0.52,8.46,6,1,14,2,55.52360625633992
25,21,2,51,84,7,6.08,0.72,6.06,5,3,13,4,100.0
24,20,4,87,91,0,5.22,0.17,4.73,4,3,3,3,97.84092459909647
22,24,2,72,68,9,9.38,0.55,6.62,4,5,6,4,100.0
40,5,2,84,59,6,3.43,0.71,8.81,3,5,8,2,64.4140748815537
30,7,1,65,92,6,7.86,0.44,7.04,10,2,12,2,65.43766913447328
46,1,2,78,66,0,4.28,0.03,8.92,8,4,11,1,42.231338405852995
39,11,1,67,57,8,5.23,0.45,8.21,7,1,12,5,82.9973264384719
46,12,5,97,43,7,5.91,0.3,4.18,9,1,12,5,93.44096989513699
21,24,1,44,40,3,9.36,0.93,7.29,1,5,12,4,100.0
44,20,4,47,89,9,4.7,0.12,5.43,7,5,11,3,89.00645143172208
25,6,1,64,40,4,3.64,0.65,6.8,10,2,14,3,45.320285911325165
33,9,5,66,97,1,5.23,0.05,5.4,4,4,2,1,59.68856240914698
24,12,4,85,65,8,3.73,0.45,5.74,7,2,14,2,74.75216933713784
36,16,3,62,84,5,3.9,0.55,8.62,1,4,11,1,75.90122373351926
44,20,3,69,59,2,7.02,0.3,5.03,5,1,10,5,100.0
36,13,1,84,91,6,3.43,0.46,8.37,3,2,2,2,85.35666536491031
43,1,1,86,62,8,3.22,0.16,4.15,5,5,2,1,52.586106813856716
22,21,5,62,49,2,8.0,0.3,4.45,4,2,13,4,100.0
37,10,5,88,98,1,5.53,0.62,8.27,2,2,11,5,94.84959188131315
48,0,2,86,50,6,3.88,0.3,7.15,4,1,9,3,60.04020083327019
47,18,5,59,80,6,4.78,0.9,7.74,3,5,7,1,84.44426304661282
40,20,2,57,80,3,7.49,0.63,5.05,1,5,7,5,100.0
44,3,4,57,44,8,4.93,0.44,6.69,10,3,13,5,56.16114196259399
32,18,1,41,97,7,6.46,0.04,7.69,8,3,10,3,88.18676401160972
38,20,4,43,40,0,3.85,0.5,7.14,5,3,5,3,66.98668349672496
23,10,5,69,56,0,7.12,0.76,6.36,4,1,9,3,73.28260584530503
48,7,4,72,61,4,5.21,0.27,8.8,10,2,5,1,55.176753446759705
21,10,4,75,73,5,7.39,0.81,7.38,5,5,3,3,78.9428600337022
21,3,4,57,95,2,8.66,0.25,8.54,4,5,12,4,72.88562668253071
49,16,5,76,84,8,7.28,0.82,7.65,3,2,9,5,100.0
39,6,4,58,80,9,5.07,0.09,7.68,5,5,13,3,74.1865249919613
31,7,2,86,68,5,4.79,0.87,4.4,4,2,8,5,81.35502862920755
25,2,5,67,43,3,5.29,0.5,5.8,1,1,5,2,59.57144748371943
32,21,4,79,44,6,4.15,0.3,8.29,3,1,10,2,95.19215935998452
23,1,5,59,50,7,4.27,0.27,5.16,10,1,10,3,45.454170788962294
21,22,3,88,95,8,8.53,0.43,4.58,10,2,9,5,100.0
21,14,2,72,90,5,5.69,1.0,5.63,8,2,2,2,80.44668369894947
28,23,4,51,60,5,6.05,0.22,5.1,7,4,8,3,81.62017725852864
30,21,3,97,74,7,7.16,0.1,8.63,2,5,6,5,100.0
31,21,3,90,51,4,7.13,0.59,8.34,1,5,8,3,100.0
32,4,5,54,65,2,3.47,0.49,6.5,3,4,13,5,60.45003003587033
49,23,3,80,90,2,8.82,0.52,4.31,5,4,10,2,100.0
33,0,2,78,58,5,4.24,0.67,7.57,10,1,3,3,43.434129264284856
32,3,2,41,84,1,8.06,0.27,7.12,1,4,14,2,63.365677283022315
34,14,1,68,99,5,8.41,0.91,8.85,3,2,12,3,100.0
22,19,2,80,46,5,8.0,0.44,6.79,3,3,5,1,98.13771428239275
49,18,3,49,86,7,7.05,0.13,5.68,5,2,5,2,94.64851381738937
39,2,2,41,94,6,3.1,0.74,6.6,3,4,3,2,47.28752428249772
38,19,5,90,46,7,5.52,0.64,8.9,9,5,4,4,91.994960851565
23,10,1,50,65,8,7.23,0.32,7.48,1,2,12,2,79.41403263301923
43,16,3,52,79,5,5.71,0.62,7.36,4,5,14,5,94.07519963836948
37,12,1,49,44,2,9.04,0.22,5.2,10,2,9,3,68.6841103951141
46,10,3,53,60,9,5.16,0.44,7.72,10,5,13,1,55.108200699520566
28,1,5,57,53,2,5.05,0.9,7.75,4,2,10,5,64.36085413770492
49,8,1,90,43,0,4.86,0.13,5.59,1,5,7,5,76.20513142947493
46,1,4,93,62,4,5.33,0.39,6.42,2,3,11,5,75.65938663936046
30,20,3,48,81,3,6.9,0.82,5.47,1,1,3,5,100.0
46,8,4,96,59,8,7.95,0.97,5.29,6,2,3,1,89.31234745771451
22,8,1,78,54,8,7.64,0.45,4.13,3,3,8,4,83.12928302432746
39,7,4,67,89,4,8.65,0.51,5.43,7,1,9,2,77.49281803349938
29,16,4,42,91,9,9.2,0.57,6.77,5,2,9,5,100.0
27,0,1,59,84,3,8.71,0.93,4.01,9,3,7,2,50.941583063373194
24,24,5,45,68,6,3.13,0.86,5.42,7,3,11,2,76.44970363936703
46,10,4,66,47,5,8.15,0.17,8.41,4,3,9,5,93.1083173488544
41,7,4,92,80,3,4.46,0.44,6.97,5,4,2,4,70.70410200850229
38,9,5,41,87,9,3.93,0.46,7.04,5,5,10,2,69.32126556549744
33,24,4,68,58,1,7.47,0.79,6.02,5,1,14,3,99.77194774071855
31,6,4,77,87,0,5.24,0.6,7.38,10,5,13,2,53.59606209552203
49,2,4,42,78,3,3.4,0.65,4.95,9,5,2,5,37.24517561805493
44,2,2,55,85,3,3.96,1.0,8.09,10,5,14,1,27.306951443674123
24,17,5,69,67,0,3.01,0.07,4.58,3,3,4,2,74.62076955817939
45,4,4,79,85,5,9.32,0.22,7.28,6,5,13,4,76.42036648258109
41,11,5,41,96,3,3.17,0.41,5.71,8,4,10,3,53.123121077099796
49,11,3,56,66,0,4.47,0.35,7.74,9,2,12,3,52.22829348500722
45,18,3,80,43,0,5.91,0.02,6.75,7,3,6,1,73.4242779230297
24,5,4,51,97,0,5.5,0.09,6.26,3,1,10,1,57.6977530065887
30,1,5,74,54,7,9.38,0.68,4.85,1,2,10,2,76.90315613946822
25,11,5,82,74,9,3.28,0.88,7.18,4,2,7,5,92.11683572819562
29,18,5,40,76,7,6.59,0.51,8.87,6,2,12,4,97.21349949930334
44,4,2,94,40,1,7.76,0.54,8.13,3,5,2,3,72.73029015560311
23,11,3,84,42,6,9.52,0.26,4.3,1,5,11,1,90.53808532100612
37,16,5,54,86,7,7.34,0.77,5.88,6,3,8,4,96.37514224375336
23,16,5,65,63,7,8.63,0.75,8.63,1,5,7,5,100.0
36,9,2,76,66,9,3.59,0.59,6.52,9,5,10,3,54.88459650157961
24,24,2,60,79,6,5.7,0.21,7.31,1,5,8,3,100.0
38,22,5,88,75,4,5.62,0.1,8.56,6,3,13,5,100.0
37,16,1,70,73,0,9.2,0.06,8.37,1,3,12,3,99.70347333332212
27,14,5,64,68,8,4.06,0.59,6.51,7,4,13,5,91.99311599403285
44,11,5,62,63,6,4.06,0.83,6.19,3,4,14,3,68.61264974684396
43,15,2,63,63,1,5.3,0.86,5.7,6,4,5,2,62.46946525993045
25,23,2,96,81,5,3.38,0.46,7.6,7,4,8,5,100.0
32,18,5,77,43,1,4.28,0.78,5.43,1,2,3,4,79.01129290354902
37,7,5,67,42,0,9.76,0.95,5.25,1,2,7,2,76.68904070197725
43,20,5,60,73,6,6.0,0.28,5.78,5,4,7,4,100.0
33,16,2,93,96,1,7.42,0.4,4.89,6,4,3,3,92.49757545302494
43,22,5,82,88,1,8.08,0.93,7.48,9,1,5,4,100.0
45,4,5,57,62,4,5.57,0.34,7.08,1,2,9,2,66.16011648799766
